
"AMD uProf (Version:5.2.606.0)"
PERFORMANCE ANALYSIS REPORT

EXECUTION
Target Path:,"./run_hpl_cfg1.sh"
Command Line Arguments:
Working Directory:,"/home/william/hpl/bin/linux"
Environment Variables:
CPU Details:,"Family(0x19), Model(0x11), Number of Cores(2)"
Operating System:,"Linux Ubuntu 24.04.4 LTS-64 Kernel:6.8.0-110-generic"
Collect Command:,"./AMDuProfCLI collect --config hotspots -g --profiling-signal 38 -o /home/william/hpl_profiles/cfg1/mpi_hotspots_sig38 ./run_hpl_cfg1.sh"
Report Command:,"./AMDuProfCLI report --detail -i /home/william/hpl_profiles/cfg1/mpi_hotspots_sig38/AMDuProf-run_hpl_cfg1-Hotspots_Apr-19-2026_21-25-45"

PROFILE DETAILS
Profile Session Type:,"Hotspots"
Profile Scope:,"Single Application"
CPU Mask:,"0, 1"
CPU Affinity Mask:,"0, 1"
Profile Start Time:,"Sun Apr 19 21:25:45 2026"
Profile End Time:,"Sun Apr 19 21:26:09 2026"
Profile Duration:,"23.676 seconds"
Data Folder:,"/home/william/hpl_profiles/cfg1/mpi_hotspots_sig38/AMDuProf-run_hpl_cfg1-Hotspots_Apr-19-2026_21-25-45"
Virtual Machine:,"Yes"
Hypervisor Vendor:,"Linux KVM"
Timer Interval:,"10ms"
Profiling Signal:,"38"
Call Stack Sampling:,"True"
Call Stack Overcome frame-pointer omission:,"False"
Call Stack Unwind Depth:,"32"
Selected View:,"Time based hotspots"

MONITORED EVENTS
TBP Events:,Name,Interval,Description
,"CPU_TIME","10.000 milliseconds","CPU Time is the time in which the CPU core is executing the code."


DERIVED METRICS
Metric Name,Expression,Description
"TOTAL_CPU_TIME (s)","CPU_TIME","The CPU time spent by a function and its children."


APPLICATION PERFORMANCE SNAPSHOT
Number Of Threads,"11"


"10 HOTTEST FUNCTIONS (Sort Event - CPU_TIME)"
FUNCTION,"CPU_TIME" (seconds),"TOTAL_CPU_TIME (s)",Module
"rpcc",7.1700,7.1700,"/home/william/hpl/bin/linux/xhpl"
"epoll_wait",4.2200,4.3300,"/usr/lib/x86_64-linux-gnu/libc.so.6"
"exec_blas_async_wait",1.6500,1.6500,"/home/william/hpl/bin/linux/xhpl"
"inner_thread",0.9700,0.9800,"/home/william/hpl/bin/linux/xhpl"
"blas_thread_server",0.7900,8.3600,"/home/william/hpl/bin/linux/xhpl"
"HPL_lmul",0.5700,0.5700,"/home/william/hpl/bin/linux/xhpl"
"HPL_rand",0.3700,0.9900,"/home/william/hpl/bin/linux/xhpl"
"[vdso]!0x00000c6a",0.3000,0.3000,"[vdso]"
"writev",0.2900,0.2900,"/usr/lib/x86_64-linux-gnu/libc.so.6"
"opal_progress",0.1900,6.0400,"/opt/openmpi-5.0.7/lib/libopen-pal.so.80.0.5"

"10 HOTTEST PROCESSES (Sort Event - CPU_TIME)"
PROCESS,"CPU_TIME" (seconds)
"xhpl (PID:3128)",9.3000
"xhpl (PID:3129)",9.1400
"prterun (PID:3119)",0.0100

"10 HOTTEST MODULES (Sort Event - CPU_TIME)"
MODULE,"CPU_TIME" (seconds)
"/home/william/hpl/bin/linux/xhpl",11.8900
"/usr/lib/x86_64-linux-gnu/libc.so.6",4.8500
"/opt/openmpi-5.0.7/lib/libevent_core-2.1.so.7.0.1",0.5800
"[vdso]",0.4600
"/opt/openmpi-5.0.7/lib/libopen-pal.so.80.0.5",0.3900
"/opt/openmpi-5.0.7/lib/libmpi.so.40.40.7",0.2600
"/opt/openmpi-5.0.7/lib/libevent_pthreads-2.1.so.7.0.1",0.0200

"10 HOTTEST THREADS (Sort Event - CPU_TIME)"
THREAD,"CPU_TIME" (seconds),THREAD ID
"xhpl (PID:3128)",5.0500,"3128"
"xhpl (PID:3129)",5.0300,"3129"
"xhpl (PID:3128)",4.2500,"3133"
"xhpl (PID:3129)",4.1100,"3135"
"prterun (PID:3119)",0.0100,"3119"

"ALL PROCESSES (Sort Event - CPU_TIME)"
PROCESS,"CPU_TIME" (seconds)
"xhpl (PID:3128)",9.3000
"xhpl (PID:3129)",9.1400
"prterun (PID:3119)",0.0100


PROFILE REPORT FOR PROCESS - xhpl (PID:3128)
PROCESS,"CPU_TIME" (seconds)
"xhpl (PID:3128)",9.3000

THREAD SUMMARY
THREAD,"CPU_TIME" (seconds),THREAD ID
"xhpl (PID:3128)",5.0500,"3128"
"xhpl (PID:3128)",4.2500,"3133"


MODULE SUMMARY
MODULE,"CPU_TIME" (seconds)
/home/william/hpl/bin/linux/xhpl,6.2300
/usr/lib/x86_64-linux-gnu/libc.so.6,2.3500
/opt/openmpi-5.0.7/lib/libevent_core-2.1.so.7.0.1,0.2600
[vdso],0.1900
/opt/openmpi-5.0.7/lib/libopen-pal.so.80.0.5,0.1700
/opt/openmpi-5.0.7/lib/libmpi.so.40.40.7,0.1000


FUNCTION SUMMARY
FUNCTION,"CPU_TIME" (seconds),"TOTAL_CPU_TIME (s)",MODULE
"rpcc",3.4700,3.4700,/home/william/hpl/bin/linux/xhpl
"epoll_wait",2.1100,2.1500,/usr/lib/x86_64-linux-gnu/libc.so.6
"exec_blas_async_wait",0.9200,0.9200,/home/william/hpl/bin/linux/xhpl
"inner_thread",0.6800,0.6900,/home/william/hpl/bin/linux/xhpl
"blas_thread_server",0.5000,4.2500,/home/william/hpl/bin/linux/xhpl
"HPL_lmul",0.2600,0.2600,/home/william/hpl/bin/linux/xhpl
"HPL_rand",0.1800,0.4600,/home/william/hpl/bin/linux/xhpl
"[vdso]!0x00000c6a",0.1300,0.1300,[vdso]
